critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,bc_actor/loss,onestep_actor/total_loss,onestep_actor/distill_loss,onestep_actor/q_loss,onestep_actor/mse,step
0.4438133239746094,-41.983062744140625,0.7004187703132629,-42.68304443359375,0.6235319375991821,42.43103790283203,0.4986870288848877,41.932350158691406,0.04986869916319847,9999
2.6422858238220215,-64.8357162475586,-4.214735507965088,-67.02188873291016,0.5217777490615845,65.22449493408203,0.42545366287231445,64.79904174804688,0.042545367032289505,19999
1.132915735244751,-76.41831970214844,1.0125833749771118,-81.39207458496094,0.5228961706161499,76.68775939941406,0.4567025303840637,76.2310562133789,0.04567025601863861,29999
0.7677920460700989,-82.73883056640625,-45.71265411376953,-89.86650848388672,0.5272178053855896,83.00885009765625,0.42849528789520264,82.58035278320312,0.04284953325986862,39999
1.0156365633010864,-84.91516876220703,-16.143047332763672,-94.33515930175781,0.5152318477630615,85.22551727294922,0.40131643414497375,84.82420349121094,0.040131643414497375,49999
0.5533848404884338,-86.14436340332031,1.4161534309387207,-96.41053009033203,0.5136620402336121,86.45358276367188,0.419660359621048,86.03392028808594,0.0419660359621048,59999
1.1963915824890137,-81.41595458984375,-0.8296917676925659,-97.41172790527344,0.4550844430923462,81.29976654052734,0.40998488664627075,80.88977813720703,0.040998488664627075,69999
1.1765210628509521,-79.42140197753906,-2.456033229827881,-98.63636779785156,0.42485398054122925,79.61268615722656,0.45423567295074463,79.158447265625,0.04542356729507446,79999
1.3558589220046997,-76.84425354003906,2.0025291442871094,-98.82392120361328,0.5313520431518555,77.04393768310547,0.43381428718566895,76.61012268066406,0.043381426483392715,89999
2.2710907459259033,-76.90957641601562,-0.6377255916595459,-98.63259887695312,0.48298725485801697,77.27881622314453,0.4186359643936157,76.86018371582031,0.04186359792947769,99999
2.2550835609436035,-77.89503479003906,-0.11233323812484741,-97.33306884765625,0.5081603527069092,77.98013305664062,0.3945602774620056,77.5855712890625,0.03945602849125862,109999
0.7520821690559387,-81.19566345214844,0.5286913514137268,-97.61592102050781,0.4801349639892578,81.1989517211914,0.3348570466041565,80.86409759521484,0.03348570317029953,119999
0.6906205415725708,-80.84243774414062,-1.9786436557769775,-97.60150909423828,0.4573090374469757,81.02360534667969,0.3875158429145813,80.63609313964844,0.03875157982110977,129999
0.9285893440246582,-79.28282165527344,-1.8444318771362305,-97.9947738647461,0.4459678530693054,79.507080078125,0.3787843883037567,79.1282958984375,0.03787843883037567,139999
2.2892260551452637,-78.78291320800781,-0.7908133268356323,-98.18026733398438,0.42679324746131897,79.01305389404297,0.4086974859237671,78.60435485839844,0.04086975008249283,149999
0.9242573976516724,-79.84558868408203,0.23046791553497314,-98.15181732177734,0.4446031451225281,80.0389175415039,0.36963289976119995,79.66928100585938,0.036963291466236115,159999
0.9176270961761475,-79.69554138183594,2.1206045150756836,-98.84542083740234,0.4008496403694153,79.81279754638672,0.3635731637477875,79.44922637939453,0.03635731339454651,169999
1.0493814945220947,-77.68473052978516,0.7890907526016235,-98.34628295898438,0.4350642263889313,78.03755187988281,0.3839980363845825,77.65355682373047,0.03839980438351631,179999
0.9584158658981323,-79.06275939941406,0.2438148856163025,-98.755615234375,0.42925870418548584,79.324951171875,0.3785684108734131,78.94638061523438,0.03785683959722519,189999
0.7806979417800903,-77.72028350830078,0.894425630569458,-97.97322082519531,0.4672029912471771,77.7357177734375,0.39974215626716614,77.33597564697266,0.03997421637177467,199999
0.6413866281509399,-78.89299774169922,-0.5719884634017944,-98.54593658447266,0.450354665517807,79.10541534423828,0.3919221758842468,78.71349334716797,0.039192214608192444,209999
0.9045072197914124,-79.16343688964844,-0.21338503062725067,-98.28321838378906,0.46267181634902954,79.3460693359375,0.34064915776252747,79.00541687011719,0.03406491130590439,219999
3.6095569133758545,-76.92662048339844,-0.9614967107772827,-98.23950958251953,0.41179680824279785,77.15730285644531,0.4121532440185547,76.74514770507812,0.04121532291173935,229999
0.9256488084793091,-77.7491455078125,0.13141781091690063,-98.2696304321289,0.4098496437072754,77.95184326171875,0.4127982258796692,77.53904724121094,0.04127982631325722,239999
0.9877738952636719,-79.84629821777344,-0.8536701202392578,-99.35002136230469,0.40098464488983154,79.88824462890625,0.3656300902366638,79.52261352539062,0.03656300902366638,249999
1.9470605850219727,-79.58433532714844,0.8551157712936401,-98.08760070800781,0.47061294317245483,79.52130889892578,0.35477757453918457,79.16653442382812,0.03547775745391846,259999
0.9941739439964294,-79.50721740722656,0.19036462903022766,-97.67916870117188,0.41335007548332214,79.6440200805664,0.3176040053367615,79.326416015625,0.03176040202379227,269999
1.022815227508545,-80.63726043701172,-32.23305130004883,-99.02725219726562,0.3955203890800476,80.74205017089844,0.36195099353790283,80.38009643554688,0.03619509935379028,279999
0.760252833366394,-79.59674835205078,0.11143453419208527,-99.37357330322266,0.42485910654067993,79.79755401611328,0.40604615211486816,79.39151000976562,0.0406046137213707,289999
1.4483976364135742,-80.25662231445312,-0.23856063187122345,-100.94982147216797,0.45604270696640015,80.52906036376953,0.3496769666671753,80.17938232421875,0.03496769815683365,299999
0.7246922850608826,-78.56293487548828,0.680838942527771,-98.284912109375,0.4219450354576111,78.81566619873047,0.4196711778640747,78.39599609375,0.04196711257100105,309999
0.5561858415603638,-79.27081298828125,-0.9266507625579834,-97.76316833496094,0.408006876707077,79.36563110351562,0.35188567638397217,79.01374816894531,0.03518856316804886,319999
0.6553889513015747,-79.14706420898438,0.6574774980545044,-100.51708221435547,0.43221715092658997,79.2778549194336,0.3691619634628296,78.90869140625,0.03691619634628296,329999
0.6638193130493164,-79.19743347167969,-36.7231559753418,-101.7339859008789,0.44026029109954834,79.4588851928711,0.3926604688167572,79.06622314453125,0.03926604613661766,339999
0.9755988121032715,-79.39154815673828,0.5424752831459045,-99.6932601928711,0.4745526909828186,79.44499969482422,0.4082399010658264,79.03675842285156,0.04082399234175682,349999
0.749004065990448,-78.95230865478516,0.4112928509712219,-99.6799087524414,0.5148322582244873,79.26599884033203,0.38330239057540894,78.88269805908203,0.038330238312482834,359999
0.8432050943374634,-80.94612121582031,0.18057425320148468,-102.48502349853516,0.3938361406326294,81.02751159667969,0.3289872109889984,80.69852447509766,0.03289872035384178,369999
1.0126943588256836,-80.39933776855469,-0.7660079002380371,-100.8015365600586,0.41265833377838135,80.48381805419922,0.31215357780456543,80.17166137695312,0.031215358525514603,379999
0.554742693901062,-80.96316528320312,-0.11665558815002441,-100.50572967529297,0.4911796748638153,81.13135528564453,0.3564971387386322,80.77485656738281,0.03564971312880516,389999
0.5314966440200806,-78.88218688964844,1.9769891500473022,-99.94567108154297,0.4078580439090729,79.08025360107422,0.40862366557121277,78.671630859375,0.04086236655712128,399999
0.8606152534484863,-79.36580657958984,-19.44731903076172,-100.13214874267578,0.4703774154186249,79.64325714111328,0.3774982690811157,79.26576232910156,0.03774982690811157,409999
0.46288514137268066,-79.45945739746094,-17.289081573486328,-102.95088958740234,0.42561307549476624,79.6528091430664,0.3087800443172455,79.34403228759766,0.03087800368666649,419999
0.47293621301651,-80.81976318359375,0.4317132830619812,-98.31590270996094,0.4151049852371216,81.01318359375,0.3520442247390747,80.66114044189453,0.03520441800355911,429999
0.6007978916168213,-81.20869445800781,-19.5518741607666,-102.92390441894531,0.42280271649360657,81.38666534423828,0.32469606399536133,81.06196594238281,0.03246960788965225,439999
0.9418683052062988,-80.74752807617188,0.13732600212097168,-99.4203109741211,0.43883177638053894,80.8780746459961,0.3315378725528717,80.54653930664062,0.03315378725528717,449999
0.7743245363235474,-81.4831314086914,-2.6102843284606934,-100.50393676757812,0.44483301043510437,81.64247131347656,0.3536546230316162,81.288818359375,0.03536545857787132,459999
0.7483077049255371,-81.81922912597656,-6.35984468460083,-99.3079605102539,0.4393598735332489,82.09575653076172,0.324162095785141,81.77159118652344,0.0324162095785141,469999
1.4569616317749023,-80.98131561279297,0.03333932161331177,-102.82301330566406,0.41887834668159485,81.09654998779297,0.36664342880249023,80.72990417480469,0.03666434437036514,479999
0.8462388515472412,-81.95365905761719,0.5879292488098145,-103.05543518066406,0.4029046297073364,82.052001953125,0.28448763489723206,81.76751708984375,0.028448764234781265,489999
0.6488860845565796,-81.78242492675781,-0.8005154132843018,-102.47805786132812,0.42056137323379517,81.90435028076172,0.41362807154655457,81.49072265625,0.04136280715465546,499999
0.7823481559753418,-80.92933654785156,0.7534257173538208,-99.67052459716797,0.40716731548309326,81.19284057617188,0.3592947721481323,80.83354949951172,0.03592947870492935,509999
0.46617093682289124,-82.81002044677734,-10.703293800354004,-99.38497161865234,0.42636147141456604,82.94505310058594,0.3420712947845459,82.60298156738281,0.03420712426304817,519999
0.7324674129486084,-81.68844604492188,0.21965378522872925,-101.35429382324219,0.38515448570251465,81.9486312866211,0.3404432535171509,81.60818481445312,0.03404432535171509,529999
1.5699766874313354,-83.0838623046875,-0.4291624426841736,-101.9942855834961,0.4289650321006775,83.28482055664062,0.36192548274993896,82.92289733886719,0.03619254752993584,539999
0.6687743663787842,-82.34568786621094,-1.7065657377243042,-101.2073745727539,0.36113983392715454,82.41399383544922,0.31706947088241577,82.096923828125,0.031706951558589935,549999
1.2409696578979492,-81.71585845947266,-0.29359203577041626,-100.966796875,0.41474348306655884,81.84022521972656,0.3205394744873047,81.51968383789062,0.03205394744873047,559999
